Currency,Date,Closing Price (USD),24h Open (USD),24h High (USD),24h Low (USD)
LTC,2021-03-13,218.9643653773,201.4380632187,224.2098008694,198.6312847723
LTC,2021-03-14,224.2006043158,220.7946557522,229.3160345007,212.8755296656
LTC,2021-03-15,218.3695143707,225.3168425837,227.1361442316,214.6820925781
LTC,2021-03-16,201.2060477169,213.9101261203,222.3232034923,197.8928303506
LTC,2021-03-17,201.5905729061,200.8525241788,205.2861317686,191.5257241601
LTC,2021-03-18,204.0587840631,201.6651791453,206.9409404121,194.393496227
LTC,2021-03-19,200.8663924366,205.896144019,208.1099004952,199.3091477246
LTC,2021-03-20,201.0744261788,199.722743966,205.0906907566,196.0184568253
LTC,2021-03-21,202.3970564926,200.2928725077,206.2149754856,199.1596394228
LTC,2021-03-22,197.2603716852,200.2667487933,202.0083389551,192.6264014828
LTC,2021-03-23,186.3866020614,195.4535755431,198.8775855254,184.9156182825
LTC,2021-03-24,185.5958339848,185.8707178025,189.5677464331,181.2390875322
LTC,2021-03-25,178.8131584588,185.9476421042,196.9325143718,172.603030342
LTC,2021-03-26,173.4396441317,176.1771205296,178.2896186555,167.966942476
LTC,2021-03-27,182.2731261185,171.6456551962,183.8488459176,171.5866743901
LTC,2021-03-28,184.9175129081,183.5982831143,186.1414005579,177.9102720338
LTC,2021-03-29,182.7040689916,184.1283810215,187.2924782294,180.1376444562
LTC,2021-03-30,194.6064829566,184.2422795721,197.3800291367,182.4771802811
LTC,2021-03-31,195.154036096,193.6763110318,200.0729694826,190.3285370077
LTC,2021-04-01,195.2336416796,195.9752878475,199.0455956747,187.3411445708
LTC,2021-04-02,202.4054078032,196.7473705443,204.8355736814,194.1950044139
LTC,2021-04-03,206.4487536393,202.5891311487,210.4529901918,201.3327668625
LTC,2021-04-04,198.9417594944,211.4953424777,217.643062305,195.8913608851
LTC,2021-04-05,201.9035520415,195.4616432444,204.8079047551,192.6802480079
LTC,2021-04-06,222.7017531726,202.3395531311,225.1245874074,198.3314516573
LTC,2021-04-07,239.2651953123,221.4492965689,244.428120256,213.1536004119
LTC,2021-04-08,223.9454368926,237.1080618905,242.8669646835,211.1365887168
LTC,2021-04-09,226.4776595907,219.1860464648,227.6770449434,217.2501890285
LTC,2021-04-10,223.0928834063,226.2781422624,228.8814804944,221.8515089175
LTC,2021-04-11,245.251478862,221.1197989083,249.6429444465,219.3154467392
LTC,2021-04-12,248.9245400528,256.2987359133,262.4996670941,244.8365171896
LTC,2021-04-13,246.2182140114,252.4204662195,258.8489389522,240.247370898
LTC,2021-04-14,262.3998830895,244.4154642985,273.3104194005,244.3597696373
LTC,2021-04-15,279.4758730747,267.5032461353,282.8950203448,255.9444151316
LTC,2021-04-16,288.1517528926,278.882761251,288.9186462035,266.3753891543
LTC,2021-04-17,311.5525299651,285.9575262542,317.2247631829,268.633995058
LTC,2021-04-18,311.9901244684,308.9519215152,335.674649316,297.848512251
LTC,2021-04-19,276.8915276666,301.6379049173,305.4265459081,236.8724611546
LTC,2021-04-20,271.0214572025,274.0820114595,282.3990673182,250.8840042004
LTC,2021-04-21,266.011358205,261.6422700111,273.3438592229,234.9396659189
LTC,2021-04-22,258.1158926662,261.0945348582,276.9527493158,251.8856601454
LTC,2021-04-23,255.6694243544,257.8660366824,289.7319974069,239.9124245427
LTC,2021-04-24,235.3303904448,252.7827121183,257.027994022,208.0077217117
LTC,2021-04-25,229.2165851606,241.7883692405,241.8439006718,221.4813748288
LTC,2021-04-26,219.5235101694,225.4067112871,236.2144736362,211.8101667745
LTC,2021-04-27,242.5863586142,224.1899899042,248.4246900415,221.760076753
LTC,2021-04-28,259.2107798086,247.6565221263,263.4729790325,244.1142158212
LTC,2021-04-29,257.7763270258,260.1077760823,266.6848109094,248.5553453811
LTC,2021-04-30,254.3849819028,258.7957973986,262.8941714362,248.8044300846
LTC,2021-05-01,269.800891908,255.5474998489,271.0255776486,252.9104354713
LTC,2021-05-02,272.8336635632,271.342803263,274.6782019886,266.030392602
LTC,2021-05-03,267.7607302694,276.8257365633,277.416171893,265.1817969009
LTC,2021-05-04,293.921341869,269.1399311309,299.7295111929,268.7827214187
LTC,2021-05-05,304.1684699473,294.9824845796,327.6863883226,275.6011341342
LTC,2021-05-06,352.9512389442,305.5406347706,359.9026130816,301.4405839811
LTC,2021-05-07,343.8440604031,356.1465178288,364.7646629184,323.2452368462
LTC,2021-05-08,334.7331683256,354.6376169814,372.8285132264,334.4890116563
LTC,2021-05-09,350.0846042199,345.5930160066,357.2234955735,335.1827691887
LTC,2021-05-10,382.9941668551,347.7454821832,386.5469599044,334.9877405337
LTC,2021-05-11,367.1044351921,388.2159760117,412.6542323315,336.1721097584
LTC,2021-05-12,371.6897854468,359.489930718,374.98285232,345.5959404462
LTC,2021-05-13,337.1571595178,378.2299325477,392.852291487,333.1624895322
LTC,2021-05-14,312.4601827458,309.8340296566,333.1944677276,291.8557981087
LTC,2021-05-15,327.4277230071,318.1192815076,339.4921633307,308.7000523687
LTC,2021-05-16,305.4737878299,326.832648396,332.1502150112,296.9743465224
LTC,2021-05-17,290.5481301025,300.4625113026,323.8958942528,279.5481846034
LTC,2021-05-18,276.3768324824,296.0701129546,296.3932849436,261.2617558892
LTC,2021-05-19,298.8880490266,281.5926789436,318.2362966497,278.6777953745
LTC,2021-05-20,207.5122471424,294.4206439967,300.5383453236,148.0554616928
LTC,2021-05-21,204.9770602682,186.6315163804,227.1186823134,169.686007463
LTC,2021-05-22,176.5757247188,211.3393553202,218.7611888987,157.1265626133
LTC,2021-05-23,171.4895334009,180.3615524186,184.6374552721,162.1576623801
LTC,2021-05-24,142.4317795999,169.5830289159,176.4415011875,118.4738103123
LTC,2021-05-25,175.682016545,142.6871313718,183.2671338409,140.2323564394
LTC,2021-05-26,179.4774896494,185.5568889831,193.9681036949,167.5908568679
LTC,2021-05-27,194.101339101,184.006891277,204.4578554566,179.8957615106
LTC,2021-05-28,194.8911979371,199.2417430901,208.7614086556,180.8658157697
LTC,2021-05-29,172.645255994,194.3092905376,198.9403294634,166.4655387021
LTC,2021-05-30,163.0542855748,177.457602247,188.7332963487,157.9119528821
LTC,2021-05-31,171.0756746404,164.1479268942,181.1967310158,155.5407407096
LTC,2021-06-01,184.5739447916,170.6826302589,186.9763720892,163.8136913023
LTC,2021-06-02,181.9709062156,188.0653136151,192.7956110377,176.0676019385
